"","EN","UA","COMM"
"6261","coupled pulse","близнюковий пульс",NA
"6262","course of disease","динаміка хвороби",NA
"6263","course of studies","навчальний курс",NA
"6264","course of study","курс навчання",NA
"6265","course of study","дисципліна",NA
"6266","cow-pox","коров'яча віспа",NA
"6267","coxalgia","коксалгія",NA
"6268","coxarthritis","коксартрит",NA
"6269","coxarthrosis","коксартроз",NA
"6270","coxitis","запалення тазостегнового суглоба",NA
"6271","coxitis","коксит",NA
"6272","coxodynia","коксалгія",NA
"6273","cradle","шина",NA
"6274","cradle","підтримка",NA
"6275","cramp","спазма",NA
"6276","cramping pain","судомний біль",NA
"6277","craniocerebral","черепно-мозковий",NA
"6278","cup","ставити банки",NA
"6279","cup-and-ball joint","чашоподібний суглоб",NA
"6280","cupping","застосування банок",NA
"6281","cupping glass","банка",NA
"6282","cupping glass","кровоссальна банка",NA
"6283","cupping glasses","медичні банки",NA
"6284","cupping-glass","банка",NA
"6285","curdy pus","сирнистий гній",NA
"6286","curettage","вискоблювання",NA
"6287","curettage","кюретаж",NA
"6288","curette","вискоблювати кюреткою",NA
"6289","curettement","кюретаж",NA
"6290","curled hair","кучері",NA
"6291","curved forceps","зігнутий пінцет",NA
"6292","custodiol","кустодіол","Yuriy Sokha"
"6293","cut","враження",NA
"6294","cut","ураження",NA
"6295","cutaneons diphtheria","дифтерія шкіри",NA
"6296","cutaneous","нашкірний",NA
"6297","dactylomegalia","мегалодактилія",NA
"6298","dactylomegaly","макродактилія",NA
"6299","dactylospasm","дактилоспазм",NA
"6300","dairymaid knots","коров'яча несправжня віспа",NA
"6301","daltonian","дальтонік",NA
"6302","daltonian","дальтонічний",NA
"6303","daltonism","дальтонізм",NA
"6304","dancing-malady","хорея",NA
"6305","dancing-malady","віттова хвороба",NA
"6306","dancing-plague","хорея",NA
"6307","dancing-plague","віттова хвороба",NA
"6308","dark patch","затемнення",NA
"6309","dark spot","затемнення",NA
"6310","Darling's disease","гістоплазмоз",NA
"6311","darsonvalism","дарсонвалізація",NA
"6312","darting pain","стріляючий біль",NA
"6313","dartre","лишай",NA
"6314","dartre","висип",NA
"6315","dartrous","герпетиформний",NA
"6316","defundectomy","дефундація",NA
"6317","degeneration","переродження",NA
"6318","degenerative atrophy","дегенеративна атрофія",NA
"6319","degenerative joint disease","остеоартроз",NA
"6320","deglutitive problem","утруднене ковтання",NA
"6321","dehelmintization","дегельмінтація",NA
"6322","dehypnotize","виводити з гіпнотичного стану",NA
"6323","dehypnotize","розгіпнотизовувати",NA
"6324","Deiters' cell","астроцит",NA
"6325","dejectory","проносний",NA
"6326","delamination","деламінація",NA
"6327","delay of motion","тардокінезія",NA
"6328","delayed healing","повільне загоєння рани",NA
"6329","delayed onset of contraction","тардокінезія",NA
"6330","delayed wall motion","тардокінезія",NA
"6331","deligation","накладання лігатури",NA
"6332","deligation","накладення лігатури",NA
"6333","delinquent behaviour","делінквентна поведінка",NA
"6334","deliriant","що викликає марення",NA
"6335","delirium","гарячкове марення",NA
"6336","delivery room","пологова палата",NA
"6337","Delphi's method","дельфійський метод",NA
"6338","delta cell","гонадотроф",NA
"6339","delta-cell tumor","діарейна пухлина",NA
"6340","delusion","манія",NA
"6341","delusion","галюцинація",NA
"6342","delusion","марення",NA
"6343","delusion","обман почуттів",NA
"6344","delusion of grandeur","манія величності",NA
"6345","dementia","набуте слабоумство",NA
"6346","demodicidosis","демодикоз",NA
"6347","demodicosis","демодикоз",NA
"6348","demulcent","заспокійливий засіб",NA
"6349","demulcent","заспокійливий",NA
"6350","demulcent","болезаспокійливий",NA
"6351","demulcent","пом'якшувальний",NA
"6352","demulcent","м'якшильний",NA
"6353","denervation","денервація",NA
"6354","densitography","денситографія",NA
"6355","densography","денситографія",NA
"6356","dental sanation","санація зуба",NA
"6357","dental sensitivity","чутливість зуба",NA
"6358","depression of spirit","гіпотимія",NA
"6359","depressive hebephrenia","депресивна гебефренія",NA
"6360","deprive of fat","обезжирити",NA
"6361","deprive of fat","обезжирювати",NA
"6362","deprived of fat","знежирений",NA
"6363","depriving of fat","знежирювальний",NA
"6364","depriving of virginity","дефлорація",NA
"6365","derby hat fracture","вдавлений перелом черепа",NA
"6366","Derby neck","зоб",NA
"6367","Derbyshire neck","зоб",NA
"6368","derepression","дерепресія",NA
"6369","derivant","відтяжний засіб",NA
"6370","derivation","відтягування",NA
"6371","dermal leimyoma","дерматоміома",NA
"6372","dermatalgia","дерматодинія",NA
"6373","dermatitis","дерматит",NA
"6374","dermatitis","запалення шкіри",NA
"6375","dermatitis herpetiformis","герпетиформний дерматит",NA
"6376","dermatitis verrucosa","верукозний дерматит",NA
"6377","dermatodynia","дерматодинія",NA
"6378","dermatome","дерматом",NA
"6379","dermatomycetes","дерматоміцет",NA
"6380","dermatomycosis","дерматомікоз",NA
"6381","dermatomyoma","дерматоміома",NA
"6382","dermatomyositis","дерматоміозит",NA
"6383","dermatophyte","дерматоміцет",NA
"6384","dermatosclerosis","склеродерма",NA
"6385","dermatosis","дерматоз",NA
"6386","dermographia","дермографізм",NA
"6387","dermographism","дермографізм",NA
"6388","dermography","дермографізм",NA
"6389","dermophyte","дерматоміцет",NA
"6390","descemetitis","десцеметит",NA
"6391","descensus uteri","опущення матки",NA
"6392","descensus uteri","гістероптоз",NA
"6393","descensus uteri","метроптоз",NA
"6394","descent of testis","опущення яєчка",NA
"6395","descent of womb","опущення матки",NA
"6396","desensitization","алерговакцинація","Yanamahan"
"6397","desensitization","повернення до нормального психічного стану",NA
"6398","desmoid","десмома",NA
"6399","desmoid","десмоїд",NA
"6400","desmoma","десмоїд",NA
"6401","deutoplasm","дейтероплазма",NA
"6402","devascularization","деваскуляризація",NA
