"Medicine name";"EML section";"Formulations";"Indication";"ATC codes";"Combined with";"Status"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Anaplastic large cell lymphoma, ALK-positive";"H02AB06";;"Added"
"prednisolone";"Hormones and antihormones";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Langerhans cell histiocytosis";"H02AB06";;"Added"
"prednisolone";"Anti-inflammatory medicines";"Local > Rectal > Retention enema: 
Local > Rectal > Retention enema: 20 mg per 100 mL (as sodium phosphate)";"Crohn disease site";;;"Added"
"prednisolone";"Anti-inflammatory medicines";"Local > Rectal > Retention enema: 
Local > Rectal > Retention enema: 20 mg per 100 mL (as sodium phosphate)";"Crohn disease site";"A07EA01";;"Added"
"prednisolone";"Anti-inflammatory medicines";"Local > Rectal > Retention enema: 
Local > Rectal > Retention enema: 20 mg per 100 mL (as sodium phosphate)";"Ulcerative colitis";"A07EA01";;"Added"
"prednisolone";"Antiallergics and medicines used in anaphylaxis";"Oral > Liquid: 5 mg per  mL
Oral > Solid: 5 mg; 25 mg";"Allergic or hypersensitivity conditions of unspecified type";"H02AB06";;"Added"
"prednisolone";"Ophthalmological preparations > Anti-inflammatory agents";"Local > Ophthalmological > Solution (eye drops): 0.5% (sodium phosphate)";"Scleritis";"S01BA04";;"Added"
"prednisolone";"Ophthalmological preparations > Anti-inflammatory agents";"Local > Ophthalmological > Solution (eye drops): 0.5% (sodium phosphate)";"Anterior uveitis";"S01BA04";;"Added"
"prednisone";"Hormones and antihormones";;"Plasma cell myeloma";;;"Added"
"prednisone";"Hormones and antihormones";;"Follicular lymphoma";;;"Added"
"prednisone";"Hormones and antihormones";;"Lymphoid leukaemia, not elsewhere classified";;;"Added"
"prednisone";"Hormones and antihormones";;"Malignant neoplasms of prostate";;;"Added"
"prednisone";"Hormones and antihormones";;"Chronic lymphocytic leukaemia or small lymphocytic lymphoma";;;"Added"
"prednisone";"Hormones and antihormones";;"Hodgkin lymphoma";;;"Added"
"prednisone";"Hormones and antihormones";;"Diffuse large B-cell lymphomas";;;"Added"
"prednisone";"Hormones and antihormones";;"Anaplastic large cell lymphoma, ALK-negative";;;"Added"
"prednisone";"Hormones and antihormones";;"Anaplastic large cell lymphoma, ALK-positive";;;"Added"
"prednisone";"Hormones and antihormones";;"Langerhans cell histiocytosis";;;"Added"
"prednisone";"Antiallergics and medicines used in anaphylaxis";;"Allergic or hypersensitivity conditions of unspecified type";;;"Added"
"pretomanid";"Antituberculosis medicines";"Oral > Solid > tablet: 200 mg";"Multi-drug resistant Mycobacterium tuberculosis";"J04AK08";;"Added"
"primaquine";"Antimalarial medicines > For curative treatment";"Oral > Solid: 7.5 mg tablet (as phosphate); 15 mg tablet (as phosphate)";"Malaria due to Plasmodium ovale";"P01BA03";;"Added"
"primaquine";"Antimalarial medicines > For curative treatment";"Oral > Solid: 7.5 mg tablet (as phosphate); 15 mg tablet (as phosphate)";"Malaria due to Plasmodium vivax";"P01BA03";;"Added"
"probenecid";"Medicines used to treat gout";"Oral > Solid: 500 mg";"Gout";"M04AB01";;"Removed"
"procainamide";"Antiarrhythmic medicines";"Parenteral > General injections > IV: 100 mg per  mL in 10 mL ampoule (hydrochloride)
Oral > Solid: 500 mg (hydrochloride); 250 mg (hydrochloride)";"Cardiac arrhythmia";"C01BA02";;"Removed"
"procaine benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > IM: 1 g in vial (=1 million IU) powder for injection; 3 g in vial (=3 million IU) powder for injection";"Congenital syphilis [children]";"J01CE09";;"Added"
"procaine benzylpenicillin";"Access group antibiotics";"Parenteral > General injections > IM: 1 g in vial (=1 million IU) powder for injection; 3 g in vial (=3 million IU) powder for injection";"Syphilis";"J01CE09";;"Added"
"procarbazine";"Cytotoxic medicines";"Oral > Solid: 50 mg (as hydrochloride)";"Unspecified malignant neoplasms of ill-defined or unspecified sites";"L01XB01";;"Removed"
"procarbazine";"Cytotoxic medicines";"Oral > Solid: 50 mg (as hydrochloride)";"Hodgkin lymphoma";"L01XB01";;"Added"
"progesterone vaginal ring";"Intravaginal contraceptives";"Local > Vaginal > vaginal ring: 2.074 g micronized progesterone";"Contact with health services for contraceptive management";"G03DA04";;"Added"
"proguanil";"Antimalarial medicines > For chemoprevention";"Oral > Solid: 100 mg tablet (hydrochloride)";"Malaria due to Plasmodium falciparum";"P01BB01";;"Added"
"promethazine";"Antiemetic medicines";"Oral > Liquid: 5 mg per 5 mL (hydrochloride)
Oral > Solid: 10 mg (hydrochloride); 25 mg (hydrochloride)
Parenteral > General injections > unspecified: 25 mg per  mL in 2 mL ampoule";"Nausea or vomiting";"R06AD02";;"Removed"
"propanol";"Antiseptics";;"Denatured alcohol";;;"Added"
"propofol";"General anaesthetics and oxygen > Injectable medicines";"Parenteral > General injections > IV: 10 mg per  mL; 20 mg per  mL";"Anaesthetics and therapeutic gases";"N01AX10";;"Added"
"propranolol";"Antihypertensive medicines";"Oral > Solid: 80 mg tablet (hydrochloride); 40 mg tablet (hydrochloride)";"Essential hypertension";"C07AA05";;"Removed"
"propranolol";"Antianginal medicines";"Parenteral > General injections > IV: 1 mg in 1 mL ampoule (hydrochloride)
Oral > Solid: 10 mg tablet (hydrochloride); 40 mg tablet (hydrochloride)";"Angina pectoris";"C07AA05";;"Removed"
"propranolol";"Antiarrhythmic medicines";"Parenteral > General injections > IV: 1 mg in 1 mL ampoule (hydrochloride)
Oral > Solid: 10 mg tablet (hydrochloride); 40 mg tablet (hydrochloride)";"Cardiac arrhythmia";"C07AA05";;"Removed"
"propranolol";"Antimigraine medicines > For prophylaxis";"Oral > Solid: 40 mg tablet (hydrochloride); 20 mg tablet (hydrochloride)";"Migraine";"C07AA05";;"Added"
"propylthiouracil";"Thyroid hormones and antithyroid medicines";"Oral > Solid: 50 mg";"Thyrotoxicosis";"H03BA02";;"Added"
"prostaglandin E1";"Medicines administered to the neonate [c]";"Parenteral > General injections > IV: 0.5 mg per  mL in alcohol";"Other specified congenital anomaly of great arteries including arterial duct";"C01EA01";;"Added"
"prostaglandin E2";"Medicines administered to the neonate [c]";"Parenteral > General injections > IV: 1 mg per  mL";"Other specified congenital anomaly of great arteries including arterial duct";;;"Added"
"prostaglandin E2";"Medicines administered to the neonate [c]";"Parenteral > General injections > IV: 1 mg per  mL";"Other specified congenital anomaly of great arteries including arterial duct";"G02AD02";;"Removed"
"protamine sulfate";"Medicines affecting coagulation";"Parenteral > General injections > IV: 10 mg per  mL in 5 mL ampoule";"Haemorrhagic disorder due to other specified circulating anticoagulants";"V03AB14";;"Added"
"protionamide";"Antituberculosis medicines";;"Multi-drug resistant Mycobacterium tuberculosis";;;"Added"
"pyrantel";"Intestinal anthelminthics";"Oral > Solid > tablet: 250 mg (chewable) (as embonate or pamoate)";"Ascariasis";"P02CC01";;"Added"
"pyrantel";"Intestinal anthelminthics";"Oral > Solid > tablet: 250 mg (chewable) (as embonate or pamoate)";"Enterobiasis";"P02CC01";;"Added"
"pyrantel";"Intestinal anthelminthics";"Oral > Solid > tablet: 250 mg (chewable) (as embonate or pamoate)";"Trichuriasis";"P02CC01";;"Added"
"pyrantel";"Intestinal anthelminthics";"Oral > Solid > tablet: 250 mg (chewable) (as embonate or pamoate)";"Hookworm diseases";"P02CC01";;"Added"
"pyrazinamide";"Antituberculosis medicines";"Oral > Solid: 400 mg; 150 mg tablet (dispersible); 500 mg";"Tuberculosis";"J04AK01";;"Added"
"pyridostigmine";"Muscle relaxants (peripherally-acting) and cholinesterase inhibitors";"Parenteral > General injections > IV: 1 mg in 1 mL ampoule (pyridostigmine bromide)
Oral > Solid: 60 mg (pyridostigmine bromide)";"Myasthenia gravis";"N07AA02";;"Added"
"pyridoxine";"Vitamins and minerals";"Oral > Solid: 25 mg (hydrochloride)";"Vitamin B6 deficiency";"A11HA02";;"Added"
"pyridoxine";"Vitamins and minerals";"Oral > Solid: 25 mg (hydrochloride)";"Sideroblastic anaemia";"A11HA02";;"Added"
"pyridoxine";"Vitamins and minerals";"Oral > Solid: 25 mg (hydrochloride)";"Other specified polyneuropathy";"A11HA02";;"Added"
"pyrimethamine";"Antipneumocystosis and antitoxoplasmosis medicines";"Oral > Solid: 25 mg";"Toxoplasmosis";"P01BD01";;"Added"
"quinidine";"Antiarrhythmic medicines";"Oral > Solid: 200 mg (sulfate)";"Cardiac arrhythmia";"C01BA01";;"Removed"
"quinine";"Antimalarial medicines > For curative treatment";"Parenteral > General injections > IV: 300 mg per  mL in 2 mL ampoule (quinine hydrochloride)
Oral > Solid: 300 mg (quinine sulfate or quinine bisulfate)";"Malaria due to Plasmodium falciparum";"P01BC01";;"Added"
"rabies vaccine";"Recommendations for some high-risk populations";"All vaccines should comply with the WHO requirements for biological substances.";"Need for immunization against rabies";"J07BG01";;"Added"
"raltegravir";"Antiretrovirals > Integrase inhibitors";"Oral > Liquid: 100 mg granules for oral suspension
Oral > Solid: 400 mg tablet; 25 mg tablet (chewable)";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AJ01";;"Added"
"ranibizumab";"Ophthalmological preparations > Anti-vascular endothelial growth factor (VEGF) preparations";".";"Retinal venous occlusions";"S01LA04";;"Removed"
"ranibizumab";"Ophthalmological preparations > Anti-vascular endothelial growth factor (VEGF) preparations";".";"Diabetic macular oedema";"S01LA04";;"Removed"
"ranibizumab";"Ophthalmological preparations > Anti-vascular endothelial growth factor (VEGF) preparations";".";"Degenerative high myopia";"S01LA04";;"Removed"
"ranibizumab";"Ophthalmological preparations > Anti-vascular endothelial growth factor (VEGF) preparations";".";"Age related macular degeneration";"S01LA04";;"Removed"
"ranitidine";"Antiulcer medicines";"Oral > Liquid: 75 mg per 5 mL (as hydrochloride)
Oral > Solid: 150 mg (as hydrochloride)
Parenteral > General injections > unspecified: 25 mg per  mL in 2 mL ampoule (as hydrochloride)";"Gastro-oesophageal reflux disease";"A02BA02";;"Added"
"ranitidine";"Antiulcer medicines";"Oral > Liquid: 75 mg per 5 mL (as hydrochloride)
Oral > Solid: 150 mg (as hydrochloride)
Parenteral > General injections > unspecified: 25 mg per  mL in 2 mL ampoule (as hydrochloride)";"Peptic ulcer, site unspecified";"A02BA02";;"Added"
"rasburicase";"Supportive medicines";"Parenteral > General injections > IV: 1.5 mg in vial powder and solvent for solution; 7.5 mg in vial powder and solvent for solution";"Tumour lysis syndrome";"V03AF07";;"Added"
"ravidasvir";"Medicines for hepatitis C > Pangenotypic direct-acting antiviral combinations";"Oral > Solid > tablet: 200 mg";"Chronic hepatitis C";;;"Added"
"realgar-indigo naturalis formulation";"Cytotoxic medicines";"Oral > Solid: 270 mg (containing tetra-arsenic tetra-sulfide 30 mg)";"Acute myeloid leukaemia with recurrent genetic abnormalities";;;"Added"
"red blood cells";"Blood and blood components";"Parenteral > General injections > IV: ";"Blood transfusion without reported diagnosis";"B05AX01";;"Added"
"retinol";"Vitamins and minerals";"Parenteral > General injections > IM: 100000 IU in 2 mL ampoule (as palmitate) water-miscible injection
Oral > Liquid: 100000 IU per  mL (as palmitate) oral oily solution in multidose dispenser
Oral > Solid: 10000 IU (as palmitate) sugar-coated tablet; 200000 IU (as palmitate) capsule; 50000 IU (as palmitate) capsule; 100000 IU (as palmitate) capsule";"Vitamin A deficiency";"A11CA01";;"Added"
"ribavirin";"Other antivirals";"Parenteral > General injections > IV: 1000 mg per 10 mL phosphate buffer solution; 800 mg per 10 mL phosphate buffer solution
Oral > Solid: 200 mg; 400 mg; 600 mg";"Viral haemorrhagic fever, not elsewhere classified";"J05AB04";;"Added"
"ribavirin";"Medicines for hepatitis C > Other antivirals for hepatitis C";"Parenteral > General injections > IV: 1000 mg per 10 mL phosphate buffer solution; 800 mg per 10 mL phosphate buffer solution
Oral > Solid: 200 mg; 400 mg; 600 mg";"Chronic hepatitis C";"J05AP01";;"Added"
"riboflavin";"Vitamins and minerals";"Oral > Solid: 5 mg";"Vitamin B2 deficiency";"A11HA04";;"Added"
"rifabutin";"Antituberculosis medicines";"Oral > Solid: 150 mg";"Tuberculosis";"J04AB04";;"Added"
"rifampicin";"Antituberculosis medicines";"Oral > Liquid: 20 mg per  mL
Oral > Solid: 150 mg; 300 mg
Parenteral > General injections > IV: 600 mg in vial powder for injection";"Tuberculosis";"J04AB02";;"Added"
"rifampicin";"Antituberculosis medicines";"Oral > Liquid: 20 mg per  mL
Oral > Solid: 150 mg; 300 mg
Parenteral > General injections > IV: 600 mg in vial powder for injection";"Other specified tuberculosis";"J04AB02";;"Removed"
"rifampicin";"Antileprosy medicines";"Oral > Liquid: 20 mg per  mL
Oral > Solid: 150 mg; 300 mg";"Leprosy";"J04AB02";;"Added"
"rifapentine";"Antituberculosis medicines";"Oral > Solid: 150 mg tablet; 300 mg tablet";"Tuberculosis";"J04AB05";;"Added"
"rifapentine";"Antituberculosis medicines";"Oral > Solid: 150 mg tablet; 300 mg tablet";"Latent tuberculosis";"J04AB05";;"Added"
"risdiplam";"Medicines for diseases of the nervous system";"Oral > Liquid: 0.75 mg per  mL powder for oral liquid";"Spinal muscular atrophy";"M09AX10";;"Removed"
"ritonavir";"Antiretrovirals > Protease inhibitors";"Oral > Solid: 25 mg tablet (heat stable); 100 mg tablet (heat stable)";"Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified";"J05AE03";;"Added"
"rituximab";"Targeted therapies";"Parenteral > General injections > IV: 100 mg per 10 mL in 10 mL vial; 500 mg per 50 mL in 50 mL vial";"Follicular lymphoma";"L01FA01";;"Added"
"rituximab";"Targeted therapies";"Parenteral > General injections > IV: 100 mg per 10 mL in 10 mL vial; 500 mg per 50 mL in 50 mL vial";"Chronic lymphocytic leukaemia or small lymphocytic lymphoma";"L01FA01";;"Added"
"rituximab";"Targeted therapies";"Parenteral > General injections > IV: 100 mg per 10 mL in 10 mL vial; 500 mg per 50 mL in 50 mL vial";"Diffuse large B-cell lymphomas";"L01FA01";;"Added"
"rituximab";"Medicines for multiple sclerosis";"Parenteral > General injections > IV: 500 mg per 50 mL in 50 mL vial";"Multiple sclerosis";"L01FA01";;"Added"
"rivaroxaban";"Medicines affecting coagulation";;"Venous thromboembolism";;;"Added"
"rivaroxaban";"Medicines affecting coagulation";;"Other specified atrial fibrillation";;;"Added"
"ropinirole";"Antiseizure medicines";"Oral > Solid: 0.25 mg immediate-release; 0.5 mg immediate-release; 1 mg immediate-release; 2 immediate-release; 3 mg immediate-release; 4 mg immediate-release; 5 mg immediate-release; 2 mg extended-release; 4 mg extended-release; 6 mg extended-release; 8 mg extended-release; 12 mg extended-release";"Parkinson disease";"N04BC04";;"Removed"
"rotavirus vaccine";"Recommendations for all immunization programmes";"All vaccines should comply with the WHO requirements for biological substances.";"Need for immunization against certain single viral diseases";"J07BH01, J07BH02";;"Added"
"rubella vaccine";"Recommendations for all immunization programmes";"All vaccines should comply with the WHO requirements for biological substances.";"Need for immunization against rubella alone";"J07BJ01";;"Added"
"salbutamol";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";"Parenteral > General injections > IV: 50 µg per  mL in 5 mL ampoule (as sulfate)
Respiratory > Inhalation > aerosol: 100 µg per  dose (as sulfate); 100 µg per  dose (as sulfate) metered-dose inhaler
Respiratory > Inhalation > solution: 5 mg per  mL (as sulfate) for use in nebulizers";"Chronic obstructive pulmonary disease";"R03AC02";;"Added"
"salbutamol";"Antiasthmatic and medicines for chronic obstructive pulmonary disease";"Parenteral > General injections > IV: 50 µg per  mL in 5 mL ampoule (as sulfate)
Respiratory > Inhalation > aerosol: 100 µg per  dose (as sulfate); 100 µg per  dose (as sulfate) metered-dose inhaler
Respiratory > Inhalation > solution: 5 mg per  mL (as sulfate) for use in nebulizers";"Asthma";"R03AC02";;"Added"
"salicylic acid";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";"Local > Topical > Solution: 5%";"Seborrhoeic dermatitis";"D01AE12";;"Added"
"salicylic acid";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";"Local > Topical > Solution: 5%";"Psoriasis of unspecified type";"D01AE12";;"Added"
"salicylic acid";"Dermatological medicines > Medicines affecting skin differentiation and proliferation";"Local > Topical > Solution: 5%";"Ichthyoses";"D01AE12";;"Added"
