"medicine_name","eml_section","formulations","indication","combined_with","status","atc_classification","source"
"senna","Medicines for other common symptoms in palliative care","Oral > Liquid: 7.5 mg per 5 mL oral liquid","Palliative care","","Added","A06AB06","who.int"
"senna","Laxatives","Oral > Solid: 7.5 mg (sennosides) (or traditional dosage forms)","Constipation","","Added","A06AB06","who.int"
"sevoflurane","General anaesthetics and oxygen > Inhalational medicines","Respiratory > Inhalation > liquid: ","Anaesthetics and therapeutic gases","","Added","N01AB08","who.int"
"silver diamine fluoride","Dental medicines and preparations","Local > Dental > Solution: 38% w/v","Dental caries","","Added","nan","who.int"
"silver nitrate","Ophthalmological preparations > Anti-infective agents","Local > Ophthalmological > Solution (eye drops): 1%","Neonatal conjunctivitis or dacryocystitis","","Removed","D08AL01","who.int"
"silver sulfadiazine","Dermatological medicines > Anti-infective medicines","Local > Topical > Cream: 1%","Burns","","Added","D06BA01","who.int"
"simeprevir","Medicines for hepatitis C > Non-pangenotypic direct-acting antiviral combinations","Oral > Solid: 150 mg","Chronic hepatitis C","","Removed","J05AP05","who.int"
"simvastatin","Lipid-lowering agents","Oral > Solid: 5 mg; 10 mg; 20 mg; 40 mg","Mixed hyperlipidaemia","","Added","C10AA01","who.int"
"simvastatin","Lipid-lowering agents","Oral > Solid: 5 mg; 10 mg; 20 mg; 40 mg","Coronary atherosclerosis","","Added","C10AA01","who.int"
"simvastatin","Medicines for endocrine disorders","Oral > Solid: 20 mg","Polycystic ovary syndrome","","Removed","C10AA01","who.int"
"smallpox vaccine","Recommendations for all immunization programmes","All vaccines should comply with the WHO requirements for biological substances.","Need for immunization against certain single viral diseases","","Removed","J07BX01","who.int"
"snake antivenom","Immunologicals > Sera, immunoglobulins and monoclonal antibodies",".","Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified","","Removed","J06AA03","who.int"
"sodium calcium edetate","Antidotes and other substances used in poisonings > Specific","Parenteral > General injections > IV: 200 mg per  mL in 5 mL ampoule","Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified","","Added","V03AB03","who.int"
"sodium chloride","Solutions correcting water, electrolyte and acid-base disturbances > Parenteral","Parenteral > General injections > IV: 0.9% isotonic (equivalent to Na+ 154 mmol/L and Cl- 154 mmol/L)","Other specified disorders of fluid, electrolyte or acid-base balance","","Added","B05XA03","who.int"
"sodium hydrogen carbonate","Solutions correcting water, electrolyte and acid-base disturbances > Parenteral","Parenteral > General injections > IV: 1.4% isotonic (equivalent to Na+ 167 mmol/L and HCO3- 167 mmol/L); 8.4% in 10 mL ampoule (equivalent to Na+ 1000 mmol/L and HCO3- 1000 mmol/L)","Acidosis","","Added","B05XA02","who.int"
"sodium nitrite","Antidotes and other substances used in poisonings > Specific","Parenteral > General injections > IV: 30 mg per  mL in 10 mL ampoule","Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified","","Added","V03AB08","who.int"
"sodium nitroprusside","Antihypertensive medicines","Parenteral > General injections > IV: 50 mg in ampoule powder for infusion","Hypertensive crisis","","Added","C02DD01","who.int"
"sodium stibogluconate","Antileishmaniasis medicines","Parenteral > General injections > unspecified: 100 mg per  mL in 30 mL vial","Visceral leishmaniasis","","Added","P01CB02","who.int"
"sodium stibogluconate","Antileishmaniasis medicines","Parenteral > General injections > unspecified: 100 mg per  mL in 30 mL vial","Mucocutaneous leishmaniasis","","Added","P01CB02","who.int"
"sodium stibogluconate","Antileishmaniasis medicines","Parenteral > General injections > unspecified: 100 mg per  mL in 30 mL vial","Cutaneous leishmaniasis","","Added","P01CB02","who.int"
"sodium thiosulfate","Dermatological medicines > Antifungal medicines","Local > Topical > Solution: 15%","Pityriasis versicolor","","Added","V03AB06","who.int"
"sodium thiosulfate","Antidotes and other substances used in poisonings > Specific","Parenteral > General injections > IV: 250 mg per  mL in 50 mL ampoule","Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified","","Added","V03AB06","who.int"
"sofosbuvir","Medicines for hepatitis C > Pangenotypic direct-acting antiviral combinations","Oral > Solid: 400 mg; 200 mg","Chronic hepatitis C","","Added","J05AP08","who.int"
"sofosbuvir + velpatasvir","Medicines for hepatitis C > Pangenotypic direct-acting antiviral combinations","Oral > Solid: 400 mg + 100 mg tablet; 200 mg + 50 mg tablet","Chronic hepatitis C","","Added","J05AP55","who.int"
"spectinomycin","Access group antibiotics","Parenteral > General injections > unspecified: 2 g in vial (as hydrochloride) powder for injection","Gonococcal infection","","Added","J01XX04","who.int"
"spectinomycin","Access group antibiotics","Parenteral > General injections > unspecified: 2 g in vial (as hydrochloride) powder for injection","Bacterial infection of unspecified site","","Removed","J01XX04","who.int"
"spironolactone","Medicines used in heart failure","Oral > Solid: 25 mg","Heart failure","","Added","C03DA01","who.int"
"spironolactone","Diuretics","Oral > Liquid: 10 mg per 5 mL; 25 mg per 5 mL; 5 mg per 5 mL
Oral > Solid: 25 mg","Oedema","","Added","C03DA01","who.int"
"spironolactone","Diuretics","Oral > Liquid: 10 mg per 5 mL; 25 mg per 5 mL; 5 mg per 5 mL
Oral > Solid: 25 mg","Ascites","","Added","C03DA01","who.int"
"stavudine","Antiretrovirals > Nucleoside/Nucleotide reverse transcriptase inhibitors","Oral > Liquid: 5 mg per 5 mL powder for oral solution
Oral > Solid: 15 mg; 20 mg; 30 mg","Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified","","Removed","J05AF04","who.int"
"streptokinase","Thrombolytic medicines","Parenteral > General injections > IV: 1.5 million IU in vial powder for injection","Acute myocardial infarction","","Added","B01AD01","who.int"
"streptomycin (injection)","Antituberculosis medicines","Parenteral > General injections > IV: 1 g powder for injection (as sulfate) as vial","Multi-drug resistant Mycobacterium tuberculosis","","Added","J01GA01","who.int"
"succimer","Antidotes and other substances used in poisonings > Specific","Oral > Solid: 100 mg","Harmful effects of or exposure to noxious substances, chiefly nonmedicinal as to source, not elsewhere classified","","Added","nan","who.int"
"sulfacetamide","Ophthalmological preparations > Anti-infective agents","Local > Ophthalmological > Ointment: 10% (sodium salt)","Other specified conjunctivitis","","Removed","S01AB04","who.int"
"sulfadiazine","Antipneumocystosis and antitoxoplasmosis medicines","Oral > Solid: 500 mg","Toxoplasmosis","","Added","J01EC02","who.int"
"sulfadiazine","Anti-infective medicines","Oral > Solid: 500 mg
Parenteral > General injections > unspecified: 250 mg in 4 mL ampoule (sodium salt)","Bacterial infection of unspecified site","","Removed","J01EC02","who.int"
"sulfadimidine","Anti-infective medicines","Oral > Liquid: 500 mg per 5 mL
Oral > Solid: 500 mg
Parenteral > General injections > unspecified: 1 g in 3 mL ampoule (sodium salt)","Bacterial infection of unspecified site","","Removed","J01EB03","who.int"
"sulfadoxine + pyrimethamine","Antimalarial medicines > For curative treatment","Oral > Solid: 500 mg + 25 mg tablet","Malaria due to Plasmodium falciparum","","Added","P01BD51","who.int"
"sulfadoxine + pyrimethamine","Antimalarial medicines > For curative treatment","Oral > Solid: 500 mg + 25 mg tablet","Malaria due to Plasmodium vivax","","Added","P01BD51","who.int"
"sulfadoxine + pyrimethamine","Antimalarial medicines > For chemoprevention","Oral > Solid: 500 mg + 25 mg tablet
Oral > Solid: 250 mg + 12.5 mg tablet","Malaria due to Plasmodium falciparum","","Added","P01BD51","who.int"
"sulfadoxine + pyrimethamine","Antimalarial medicines > For chemoprevention","Oral > Solid: 500 mg + 25 mg tablet
Oral > Solid: 250 mg + 12.5 mg tablet","Malaria","","Added","P01BD51","who.int"
"sulfamethoxazole + trimethoprim","Access group antibiotics","Parenteral > General injections > IV: 80 mg + 16 mg per  mL in 10 mL ampoule; 80 mg + 16 mg per  mL in 5 mL ampoule
Oral > Liquid: 200 mg + 40 mg per 5 mL oral liquid
Oral > Solid: 100 mg + 20 mg tablet; 400 mg + 80 mg tablet; 800 mg + 160 mg tablet","Bacterial infection of unspecified site","","Removed","J01EE01","who.int"
"sulfamethoxazole + trimethoprim","Antipneumocystosis and antitoxoplasmosis medicines","Parenteral > General injections > IV: 80 mg + 16 mg per  mL in 5 mL ampoule; 80 mg + 16 mg per  mL in 10 mL ampoule
Oral > Liquid: 200 mg + 40 mg per 5 mL oral liquid
Oral > Solid: 100 mg + 20 mg tablet; 400 mg + 80 mg tablet; 800 mg + 160 mg tablet
Oral > Solid > dispersible tablet: 100 mg + 20 mg","Pneumocystosis","","Added","J01EE01","who.int"
"sulfasalazine","Disease-modifying anti-rheumatic drugs (DMARDs)","Oral > Solid: 500 mg","Rheumatoid arthritis, serology unspecified","","Added","A07EC01","who.int"
"sulfasalazine","Anti-inflammatory medicines","Oral > Solid: 500 mg
Local > Rectal > Suppository: 500 mg
Local > Rectal > Retention enema: ","Crohn disease site","","Added","A07EC01","who.int"
"sulfasalazine","Anti-inflammatory medicines","Oral > Solid: 500 mg
Local > Rectal > Suppository: 500 mg
Local > Rectal > Retention enema: ","Ulcerative colitis","","Added","A07EC01","who.int"
"sumatriptan","Antimigraine medicines > For treatment of acute attack","Oral > Solid: 50 mg","Migraine","","Added","N02CC01","who.int"
"suramin sodium","Antifilarials","Parenteral > General injections > IV: 1 g in vial","Filariasis","","Removed","P01CX02","who.int"
"suramin sodium","Medicines for the treatment of 1st stage African trypanosomiasis","Parenteral > General injections > IV: 1 g in vial","African trypanosomiasis","","Added","P01CX02","who.int"
"surfactant","Medicines administered to the neonate [c]","Respiratory > Suspension: 80 mg per  mL for intratracheal instillation; 25 mg per  mL for intratracheal instillation","Respiratory distress syndrome of newborn","","Added","R07AA02","who.int"
"suxamethonium","Muscle relaxants (peripherally-acting) and cholinesterase inhibitors","Parenteral > General injections > IV: 50 mg per  mL in 2 mL ampoule (suxamethonium chloride); powder for injection (suxamethonium chloride) in vial","Muscle relaxants","","Added","M03AB01","who.int"
"tacalcitol","Dermatological medicines > Medicines affecting skin differentiation and proliferation","","Psoriasis of unspecified type","","Added","nan","who.int"
"tacrolimus","Immunomodulators for non-malignant disease","Parenteral > General injections > IV: 5 mg per  mL in 1 mL vial
Oral > Liquid: 0.2 mg granules for oral suspension; 1 mg granules for oral suspension
Oral > Solid: 0.5 mg (immediate-release); 0.75 mg (immediate-release); 1 mg (immediate-release); 2 mg (immediate-release); 5 mg (immediate-release)","Failure or rejection of transplanted organs or tissues","","Added","L04AD02","who.int"
"tamoxifen","Hormones and antihormones","Oral > Solid: 10 mg (as citrate); 20 mg (as citrate)","Other specified malignant neoplasms of breast","","Added","L02BA01","who.int"
"tamoxifen","Hormones and antihormones","Oral > Solid: 10 mg (as citrate); 20 mg (as citrate)","Malignant neoplasms of breast","","Added","L02BA01","who.int"
"telmisartan + amlodipine","Antihypertensive medicines","Oral > Solid: 40 mg + 5 mg; 80 mg + 5 mg; 80 mg + 10 mg","Essential hypertension","","Added","C09DB04","who.int"
"telmisartan + hydrochlorothiazide","Antihypertensive medicines","Oral > Solid: 40 mg + 12.5 mg; 80 mg + 12.5 mg; 80 mg + 25 mg","Essential hypertension","","Added","C09DA07","who.int"
"tenofovir alafenamide","Medicines for hepatitis B > Nucleoside/Nucleotide reverse transcriptase inhibitors","Oral > Solid: 25 mg","Chronic hepatitis B","","Removed","J05AF13","who.int"
"tenofovir disoproxil fumarate","Antiretrovirals > Nucleoside/Nucleotide reverse transcriptase inhibitors","Oral > Solid: 300 mg tablet (equivalent to 245 mg tenofovir disoproxil)","Human immunodeficiency virus disease without mention of associated disease or condition, clinical stage unspecified","","Added","J05AF07","who.int"
"tenofovir disoproxil fumarate","Antiretrovirals > Nucleoside/Nucleotide reverse transcriptase inhibitors","Oral > Solid: 300 mg tablet (equivalent to 245 mg tenofovir disoproxil)","Contact with or exposure to human immunodeficiency virus","","Added","J05AF07","who.int"
"tenofovir disoproxil fumarate","Medicines for hepatitis B > Nucleoside/Nucleotide reverse transcriptase inhibitors","Oral > Solid: 300 mg tablet (equivalent to 245 mg tenofovir disoproxil)","Chronic hepatitis B","","Added","J05AF07","who.int"
"terbinafine","Dermatological medicines > Antifungal medicines","Local > Topical > Cream: 1% terbinafine hydrochloride
Local > Topical > Ointment: 1% terbinafine hydrochloride","Fungal infection of the skin","","Added","D01AE15","who.int"
"terbutaline","Antiasthmatic and medicines for chronic obstructive pulmonary disease","","Chronic obstructive pulmonary disease","","Added","nan","who.int"
"terbutaline","Antiasthmatic and medicines for chronic obstructive pulmonary disease","","Asthma","","Added","nan","who.int"
"terizidone","Antituberculosis medicines","","Multi-drug resistant Mycobacterium tuberculosis","","Added","nan","who.int"
"testosterone","Androgens","Parenteral > General injections > IM: 200 mg per  mL in 1 mL ampoule (enantate)","Testicular dysfunction or testosterone-related disorders","","Added","G03BA03","who.int"
"tetanus antitoxin","Immunologicals > Sera, immunoglobulins and monoclonal antibodies","Parenteral > General injections > IM: 50000 IU in vial","Tetanus","","Removed","J06AA02","who.int"
