atc_classification,activeingredient,activeingredient_cy,brandname_uk_cy,brandname_uk_lat,manufacturer,dosage_cy,dosage,info_uk
C09DA06,Candesartan / Diuretics,"Кандесартан /
Гідрохлоротіазид","КАНДЕКОР® Н 8;
КАНДЕКОР® Н 16;
КАНДЕКОР® Н 32;
КАНДЕКОР® HD 32;","CANDECOR® H 8;
CANDECOR® H 16;
CANDECOR® H 32;
CANDECOR® HD 32;","КРКА, д.д., Ново место, Словенія","таблетки, по
8 мг/12,5 мг;
16 мг/12,5 мг;
32 мг/12,5 мг;
32 мг/25 мг;","tablets,
8 mg / 12.5 mg;
16 mg / 12.5 mg;
32 mg / 12.5 mg;
32 mg / 25 mg ;",https://mozdocs.kiev.ua/likiview.php?id=49296
C09DA06,Candesartan / Diuretics,"Кандесартан /
Гідрохлоротіазид",КАНТАБ ПЛЮС,СANTAB PLUS,"НОБЕЛ ІЛАЧ САНАЇ ВЕ ТІДЖАРЕТ А.Ш.,
Туреччина","таблетки, по
16 мг/12,5 мг;
32 мг/12,5 мг;","tablets,
16 mg / 12.5 mg;
32 mg / 12.5 mg;",https://mozdocs.kiev.ua/likiview.php?id=49302
C09DA06,Candesartan / Diuretics,"Кандесартан /
Гідрохлоротіазид",КАСАРК® H,CASARK H,"Евертоджен Лайф Саєнсиз Лімітед,
Індія","таблетки по 16
мг/12,5 мг","tablets of 16 mg /
12.5 mg",https://compendium.com.ua/info/200158/kasark‐sup‐sup‐hd/
C09DA06,Candesartan / Diuretics,"Кандесартан /
Гідрохлоротіазид",КАСАРК® HD,CASARK HD,"Евертоджен Лайф Саєнсиз Лімітед,
Індія",таблетки 32 мг/25 мг;,tablets 32 mg / 25 mg;,https://compendium.com.ua/info/200158/kasark‐sup‐sup‐hd/
C09DA07,Telmisartan / Diuretics,"Телмісартан /
Гідрохлоротіазид;",АРБИТЕЛЬ H,ARBITEL H,"Мікро Лабс Лімітед, Індія","таблетки, по
80 мг/12,5 мг;
80 мг/25 мг;
40 мг/12,5 мг;","tablets,
80 mg / 12.5 mg;
80 mg / 25 mg;
40 mg / 12.5 mg;",https://compendium.com.ua/info/375532/arbitel_‐h/
C09DA07,Telmisartan / Diuretics,"Телмісартан /
Гідрохлортіазид","ТЕЛМІСТА H 40;
ТЕЛМІСТА H 80;
ТЕЛМІСТА НD 80;","Telmista H 40;
Telmista H 80;
Telmista НD 80;","Д‐р Редді'с Лабораторіс Лтд, Індія","таблетки, по
40 мг/12,5 мг,
80 мг/ 12,5 мг
80 мг/25,0 мг,","tablets,
40 mg / 12.5 mg
80 mg / 12.5 mg
80 mg / 25.0 mg",https://compendium.com.ua/info/342938/377993/
C09DA07,Telmisartan / Diuretics,"Телмісартан /
Гідрохлортіазид",ТЕЛМІЛАКС ПЛЮС,TELMILAX PLUS,"ЛАБОРАТОРІО ДР. Ф. ЕЧЕВАРНЕ, АНАЛІСІС, С.А","таблетки по
40 мг/12,5 мг;
80 мг/25 мг;
80 мг/12,5 мг;","tablets,
40 mg / 12.5 mg ;
80 mg / 25 mg ;
80 mg / 12.5 mg ;",https://mozdocs.kiev.ua/likiview.php?id=47495
C09DA07,Telmisartan / Diuretics,"Телмісартан /
Гідрохлортіазид",ТЕЛПРЕС ПЛЮС,TELPRES PLUS,"ЛАБОРАТОРІОС ЛІКОНСА, С.А.,
Іспанія/ЛАБОРАТОРІ О ДР. Ф. ЕЧЕВАРНЕ, АНАЛІСІС, С.А.,
Іспанія","таблетки по
80 мг/25 мг;
80 мг/12,5 мг;","tablets,
80 mg / 25 mg ;
80 mg / 12.5 mg;",https://compendium.com.ua/info/341367/telpres‐pljus/
C09DA07,Telmisartan / Diuretics,"Телмісартан /
Гідрохлортіазид;",ТЕЛСАРТАН ‐ Н,TELSARTAN ‐ H,"Д‐р Редді'с Лабораторіс Лтд,
Індія","таблетки по 80
мг/12,5 мг;",80 mg / 12.5 mg tablets;,https://compendium.com.ua/info/326473/telsartan‐h/
C09DA07,Telmisartan / Diuretics,"Телмісартан /
Гідрохлортіазид",МІКАРДИСПЛЮС®,MICARDISPLUS®,"Берінгер Інгельхайм Фарма ГмбХ і Ко. КГ,
Нiмеччина","таблетки, по
40 мг/12,5 мг;
80 мг/12,5 мг;","tablets,
40 mg / 12.5 mg;
80 mg / 12.5 mg;",https://compendium.com.ua/info/167918/
NA,NA,NA,NA,NA,NA,NA,NA,mikardispljus‐sup‐sup‐/
C09DA07,Telmisartan / Diuretics,"Телмісартан /
Гідрохлортіазид",ІЗІКАРД® Н,IZICARD® Н,"Евертоджен Лайф Саєнсиз Лімітед, Індія","таблетки по
40 мг/12,5 мг;
80 мг/12,5 мг;
80 мг/25 мг;","tablets,
40 mg / 12.5 mg;
80 mg / 12.5 mg;
80 mg / 25 mg;",https://mozdocs.kiev.ua/likiview.php?id=45967
C09DA08,Olmesartan medoxomil / Diuretics,Олмесартану медоксоміл / Гідрохлоротіазид,"КАРДОСАЛ® ПЛЮС 20/12,5; КАРДОСАЛ® ПЛЮС
20/25;","CARDOSAL® PLUS 20/12,5; CARDOSAL® PLUS
20/25;","Даічі Санкіо Юроуп ГмбХ, Німеччина БЕРЛІН‐ХЕМІ АГ,
Німеччина","таблетки, по
20 мг/12,5 мг;
20 мг/25 мг;","tablets,
20 mg / 12.5 mg;
20 mg / 25 mg;",https://compendium.com.ua/info/170959/kardosal‐sup‐sup‐pljus/
C09DA08,"Olmesartan medoxomil /
Diuretics","Oлмесартану медоксоміл /
Гідрохлоротіазид","ОЛЕМБІК – Н 20;
ОЛЕМБІК – Н 40;","ОLЕМВІC – Н 20;
ОLЕМВІC – Н 40;","Алємбік Фармас'ютікелс
Лімітед, Індія","таблетки, по
20 мг/12,5 мг;
40 мг/12,5 мг;","tablets,
20 mg / 12.5 mg;
40 mg / 12.5 mg;",https://mozdocs.kiev.ua/likiview.php?id=46873
C09DA08,Olmesartan medoxomil / Diuretics,Oлмесартану медоксоміл / Гідрохлоротіазид,"ОЛІМЕСТРА® H 20;
ОЛІМЕСТРА® HD 20;
ОЛІМЕСТРА® H 40;
ОЛІМЕСТРА® HD 40;","OLIMESTRA® H 20;
OLIMESTRA® HD 20;
OLIMESTRA® H 40;
OLIMESTRA® HD 40;","КРКА, д.д., Ново место, Словенія","таблетки, по 20 мг/25 мг; 40 мг/25 мг ; 20 мг/12,5 мг
40 мг/12,5 мг","tablets,
20 mg / 25 mg;
40 mg / 25 mg;
20 mg / 12.5 mg
40 mg / 12.5 mg",https://mozdocs.kiev.ua/likiview.php?id=46876
C09DA08,Olmesartan medoxomil / Diuretics,Oлмесартану медоксоміл / Гідрохлоротіазид,ОЛМЕТЕК ПЛЮС,OLMETEC PLUS,"Даічі Санкіо Юроуп ГмбХ, Німеччина БЕРЛІН‐ХЕМІ АГ,
Німеччина","таблетки, по
20 мг/12,5 мг;
20 мг/25 мг;
40 мг/12,5 мг;
40 мг/25 мг;","tablets, by
20 mg / 12.5 mg;
20 mg / 25 mg;
40 mg / 12.5 mg;
40 mg / 25 mg;",https://compendium.com.ua/info/357975/olmetek‐pljus/
C09DA09,Azilsartan medoxomil and diuretics,Азилсартану медоксоміл / Хлорталідон,ЕДАРБІКЛОР®,EDARBYCLOR®,"Такеда Ірландія Лтд (виробництво за повним циклом),
Ірландія","таблетки, по
40 мг/12,5 мг;
40 мг/25 мг;","tablets,
40 mg / 12.5 mg;
40 mg / 25 mg;",https://compendium.com.ua/info/275444/edarbiklor/
C09DB01,"Valsartan /
Аmlodipine","Валсартану /
Амлодипін",АМЛОСАРТАН,AMLOSARTAN,"ПАТ ""Фармак"", м. Київ, Україна","таблетки, по
10 мг/160 мг;
5 мг/160 мг;
5 мг/80 мг;","tablets,
10 mg / 160 mg;
5 mg / 160 mg;
5 mg / 80 mg;",https://compendium.com.ua/info/326503/
C09DB01,"Valsartan /
Аmlodipine","Валсартану /
Амлодипін",АДЕНІЗ‐АМ,ADENIZ‐AM,"ТОВ НВФ
""Мікрохім"", м. Рубіжне, Луганська
обл., Україна","таблетки, по
80 мг/5 мг;
160 мг/5 мг;
160 мг/10 мг;","tablets,
80 mg / 5 mg;
160 mg / 5 mg;
160 mg / 10 mg;",https://mozdocs.kiev.ua/likiview.php?id=48974
C09DB01,Аmlodipine / Valsartan,"Амлодипін /
Валсартан",БІ‐САКОРД,BI‐SAKORD,Балканфарма ‐ Дупниця АД,"таблетки, по
10 мг/160 мг;
5 мг/160 мг;
5 мг/80 мг;","tablets,
10 mg / 160 mg;
5 mg / 160 mg;
5 mg / 80 mg;",https://mozdocs.kiev.ua/likiview.php?id=42419
C09DB01,Аmlodipine / Valsartan,"Амлодипін /
Валсартан",ВАЗАР А,VAZAR A,"Балканфарма‐ Дупниця АТ, Болгарія","таблетки, по
10 мг/160 мг;
5 мг/160 мг;
5 мг/80 мг;","tablets,
10 mg / 160 mg;
5 mg / 160 mg;
5 mg / 80 mg;",https://mozdocs.kiev.ua/likiview.php?id=42499
C09DB01,Аmlodipine / Valsartan,"Амлодипін /
Валсартан",ВАЛОДІП,VALODIP®,КРКА‐ФАРМА,"таблетки, по
10 мг/160 мг;
5 мг/160 мг;
5 мг/80 мг;","tablets,
10 mg / 160 mg;
5 mg / 160 mg;
5 mg / 80 mg;",https://compendium.com.ua/info/251860/valodip/
C09DB01,Аmlodipine / Valsartan,"Амлодипін /
Валсартан",ВАЛСАР‐АМ,VALSAR‐AM,Ауробіндо Фарма Лімітед ‐ Юніт VII,"таблетки, по
10 мг/160 мг;
5 мг/160 мг;","tablets,
10 mg / 160 mg;
5 mg / 160 mg;",https://mozdocs.kiev.ua/likiview.php?id=42528
C09DB01,Аmlodipine / Valsartan,"Амлодипін /
Валсартан",ВАНАТЕКС A,VANATEX A,"Фармацевтичний завод ""ПОЛЬФАРМА"" С.А.,
Польща","таблетки, по
5 мг/80 мг;
10 мг/160 мг;","tablets,
5 mg / 80 mg;
10 mg / 160 mg;",https://mozdocs.kiev.ua/likiview.php?id=48466
C09DB01,Аmlodipine / Valsartan,"Амлодипін /
Валсартан","ВАЛЄМБІК 5;
ВАЛЄМБІК 10;","VALEMBIC 5;
VALEMBIC 10;","Алємбік Фармас'ютікелс
Лімітед, Індія","таблетки, по
5 мг /160 мг;
10 мг /160 мг;","tablets,
5 mg / 160 mg;
10 mg / 160 mg;",https://mozdocs.kiev.ua/likiview.php?id=48487
C09DB01,"Valsartan /
Аmlodipine","Валсартан /
Амлодипін",ВАЛМІСАР А 80/5; ВАЛМІСАР А 160/5; ВАЛМІСАР А 160/10;,VALMISAR А 80/5; VALMISAR А 160/5; VALMISAR А 160/10;,"Маклеодс Фармасьютикалс Лімітед, Індія","таблетки, по 80 мг /5 мг; 160 мг /5 мг;
160 мг /10 мг;","tablets,
80 mg / 5 mg; 160 mg / 5 mg;
160 mg / 10 mg;",NA
C09DB01,Аmlodipine / Valsartan,"Амлодипін /
Валсартан","ДІФОРС 80;
ДІФОРС 160;
ДІФОРС XL;","DIFORS 80;
DIFORS 160; DIFORS XL;","ТОВ ""Фарма Старт"", м.Київ, Україна","таблетки, по
5 мг/160 мг;
5 мг/80 мг;
10 мг/160 мг;","tablets,
5 mg / 160 mg;
5 mg / 80 mg;
10 mg / 160 mg ;",https://compendium.com.ua/info/200327/difors‐xl/
C09DB01,Аmlodipine / Valsartan,"Амлодипін /
Валсартан",КОМБІСАРТ,KOMBISART,"АТ ""КИЇВСЬКИЙ ВІТАМІННИЙ
ЗАВОД"", Україна","таблетки, по
5 мг/160 мг;","tablets, by
5 mg / 160 mg;",https://compendium.com.ua/info/255179/326745/
C09DB02,Olmesartan medoxomil / Аmlodipine,Олмесартану медоксоміл / Амлодипін,АТТЕНТО® 20/5; АТТЕНТО® 40/5; АТТЕНТО® 40/10;,АТТЕNТО® 20/5; АТТЕNТО® 40/5; АТТЕNТО® 40/10;,"Даічі Санкіо Юроуп ГмбХ, Німеччина БЕРЛІН‐ХЕМІ АГ,
Німеччина","таблетки, по
20 мг/5 мг;
40 мг/5 мг;
40 мг/10 мг;","tablets,
20 mg / 5 mg;
40 mg / 5 mg;
40 mg / 10 mg;",https://compendium.com.ua/info/220139/attento‐sup‐sup‐/
C09DB02,Olmesartan medoxomil / Amlodipine,Олмесартану медоксоміл / Амлодипін,СЕВІКАР,SEVIKAR,"Даічі Санкіо Юроуп ГмбХ, Німеччина БЕРЛІН‐ХЕМІ АГ,
Німеччина","таблетки, по
20 мг/5 мг;
40 мг/10 мг;
40 мг/5 мг;","tablets,
20 mg / 5 mg;
40 mg / 10 mg;
40 mg / 5 mg;",https://compendium.com.ua/info/449028/525163/
C09DB04,"Telmisartan /
Аmlodipine","Телмісартан /
Амлодипін",АТЕРА А,ATERA A,"Фармацевтичний Завод ""Польфарма"" С. А., Польща","таблетки по
40 мг/5 мг;
40 мг/10 мг,
80 мг/5 мг;
80 мг/10 мг;","tablets,
40 mg / 5 mg;
40 mg / 10 mg
80 mg / 5 mg;
80 mg / 10 mg;",https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[38480
C09DB04,Telmisartan / Amlodipine,"Телмісартан /
Амлодипін",ІЗІКАРД® А,IZICARD® A,"Евертоджен Лайф Саєнсиз Лімітед, Індія","таблетки по
40 мг/10 мг;
40 мг/5 мг;
80 мг/10 мг;
80 мг/5 мг;","tablets,
40 mg / 10 mg;
40 mg / 5 mg;
80 mg / 10 mg;
80 mg / 5 mg;",https://mozdocs.kiev.ua/likiview.php?id=45963
C09DB04,Telmisartan / Amlodipine,"Телмісартан /
Амлодипін",ТЕЛДІПІН,TELDIPIN®,"КРКА, д.д., Ново место, Словенія","таблетки, по
40 мг/10 мг;
40 мг/5 мг;
80 мг/10 мг;
80 мг/5 мг;","tablets,
40 mg / 10 mg;
40 mg / 5 mg;
80 mg / 10 mg;
80 mg / 5 mg;",https://compendium.com.ua/info/362791/teldipin/
C09DB04,Telmisartan / Amlodipine,"Телмісартан /
Амлодипін",ТЕЛСАРТАН ДУО,TELSARTAN DUO,"Д‐р Редді'с Лабораторіс Лімітед, Індія","таблетки по
40 мг/10 мг;
40 мг/5 мг;
80 мг/10 мг;
80 мг/5 мг;","tablets,
40 mg / 10 mg;
40 mg / 5 mg;
80 mg / 10 mg;
80 mg / 5 mg;",https://mozdocs.kiev.ua/likiview.php?id=50859
C09DB06,"Losartan /
Аmlodipine",Лозартан / Амлодипін,ЛОРТЕНЗА®,LORTENZA,"КРКА, д.д., Ново место, Словенія/ ТАД Фарма ГмбХ, Німеччина/
Лабор ЛС СЕ & Ко. КГ,
Німеччина","таблетки, по
100 мг/10 мг;
50 мг/5 мг;
50 мг/10 мг;
100 мг/5 мг;","tablets,
100 mg / 10 mg;
50 mg / 5 mg;
50 mg / 10 mg;
100 mg / 5 mg;",https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[36883
C09DB07,Candesartan / Amlodipine,"Кандесартан /
Амлодипін",КАРЗАП®‐А,CARZAP®‐A,"ТОВ ""Зентіва"",
Чеська Республіка","таблетки по
16 мг/10 мг;
8 мг/5 мг;","tablets on
16 mg / 10 mg;
8 mg / 5 mg;",https://mozdocs.kiev.ua/likiview.php?id=43328
C09DB07,Candesartan / Amlodipine,"Кандесартан /
Амлодипін",САРТАПІН,SARTAPIN,"Салютас Фарма ГмбХ, Німеччина","капсули, по
16 мг/10 мг;
16 мг/5 мг;
8 мг/5 мг;","capsules,
16 mg / 10 mg;
16 mg / 5 mg;
8 mg / 5 mg;",https://mozdocs.kiev.ua/likiview.php?id=47279
C09DX01,Valsartan / Amlodipine / Hydrochlorothiazide,Валсартан / Амлодипіну / Гідрохлоротіазид,АДЕНІЗ‐ТРІО,ADENIZ‐TRIO,"ТОВ Науково‐ виробнича фірма ""Мікрохім"", м.
Рубіжне, Луганська
обл., Україна","таблетки, по
160 мг/5 мг/12,5 мг; 160 мг/10 мг/12,5 мг;","tablets,
160 mg / 5 mg / 12.5 mg;
160 mg / 10 mg /
12.5 mg",https://compendium.com.ua/info/360702/
C09DX01,"Valsartan / Hydrochlorothiazide
/ Amlodipine",Валсартан / Гідрохлоротіазид / Амлодипін,ВАЛМІСАР НА 160/12.5/10; ВАЛМІСАР НА 160/12.5/5;,VALMISAR НА 160/12.5/10; VALMISAR НА 160/12.5/5;,"Маклеодс Фармасьютикалс Лімітед, Індія","таблетки, по
160 мг/12.5 мг /10 мг;
160 мг/12.5 мг /5 мг;","tablets,
160 mg / 12.5 mg / 10 mg;
160 mg / 12.5 mg / 5 mg;",https://likicontrol.com.ua/%D1%96%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D1%96%D1%8F/?[37707
C09DX01,Аmlodipine / Valsartan / Нydrochlorothiazide,Амлодипін / Валсартан / Гідрохлоротіазид,ЕКСФОРЖ Н,EXFORGE H,"Новартіс Фарма Штейн АГ, Швейцарія","таблетки, по
10 мг/160 мг/12,5 мг;
10 мг/160 мг/25 мг; 5 мг/160 мг/12,5 мг; 5 мг/160 мг/25 мг;","tablets,
10 mg / 160 mg /
12.5 mg;
10 mg / 160 mg / 25 mg;
5 mg / 160 mg / 12.5 mg;
5 mg / 160 mg / 25
mg;",https://compendium.com.ua/info/211454/eksforzh‐n/
C09DX01,Valsartan / Amlodipine / Hydrochlorothiazide,Амлодипіну Валсартан / Гідрохлоротіазид,КО‐ВАЛОДІП,CO‐VALODIP,"КРКА, д.д., Ново место, Словенія","таблетки, по
10 мг/160 мг/12,5 мг;
10 мг/160 мг/25 мг; 5 мг/160 мг/12,5 мг;","tablets,
10 mg / 160 mg /
12.5 mg;
10 mg / 160 mg / 25 mg;
5 mg / 160 mg / 12.5
mg;",https://compendium.com.ua/info/356781/
C09DX01,Valsartan / Amlodipine / Hydrochlorothiazide,Амлодипін / Валсартан / Гідрохлортіазид,КОМБІСАРТ Н,KOMBISART H,"АТ ""Київський вітамінний завод"", м.Київ, Україна","таблетки, по
10 мг/160 мг/12,5 мг;
5 мг/160 мг/12,5 мг;","tablets,
10 mg / 160 mg /
12.5 mg;
5 mg / 160 mg / 12.5
mg ;",https://compendium.com.ua/info/255180/352826/
C09DX01,"Amlodipine / Hydrochlorothiazide
/ Valsartan",Амлодипін / Гідрохлортіазид / Валсартан,ТІАРА ТРІО®,TIARA TRIO,"ПрАТ
""Фармацевтична фірма ""Дарниця"", Україна","таблетки, по
10 мг/12,5 мг/160 мг;
5 мг/12,5 мг/160 мг; 5 мг/12,5 мг/160 мг;","tablets,
10 mg / 12.5 mg /
160 mg;
5 mg / 12.5 mg / 160 mg;
5 mg / 12.5 mg / 160
mg;",https://compendium.com.ua/info/255185/tiara‐trio‐sup‐sup‐/
C09DX03,Olmesartan medoxomil / Amlodipine / Hydrochlorothiazide,Олмесартану медоксоміл / Амлодипін / Гідрохлоротіазид,СЕВІКАР НСТ,SEVIKAR HCT,"Даічі Санкіо Юроуп ГмбХ, Німеччина БЕРЛІН‐ХЕМІ АГ,
Німеччина","таблетки, по
20 мг/5 мг/12,5 мг; 40 мг/10 мг/12,5 мг; 40 мг/10 мг/25 мг; 40 мг/5
мг/12,5 мг; 40 мг/5 мг/25 мг;","tablets,
20 mg / 5 mg / 12.5 mg;
40 mg / 10 mg / 12.5 mg;
40 mg / 10 mg / 25 mg;
40 mg / 5 mg / 12.5 mg;
40 mg / 5 mg / 25
mg;",https://compendium.com.ua/info/358394/
C09DX04,Valsartan/ Sacubitril,"Сакубітрил /
Валсартан",ЮПЕРІО,UPERIO®,"Новартіс Фарма С.п.А., Італія","таблетки, по 50 мг; 100 мг; 200 мг;","tablets, 50 mg; 100
mg; 200 mg;",https://compendium.com.ua/info/334935/juperio/
C10AA01,Simvastatin,Симвастатин,СИМВАСТАТИН САНДОЗ®,SIMVASTATIN SANDOZ®,Сандоз Груп Саглик Урунлері Ілакларі Сан. ве Тік. А.С.,"таблетки, по 20 мг; 40 мг;","tablets, 20 mg; 40 mg;",https://compendium.com.ua/info/351144/simvastatin‐sandoz‐sup‐sup‐/
C10AA01,Simvastatin,Симвастатин,АЛЛЕСТА®,ALLESTA®,"АЛКАЛОЇД АД
Скоп’є, Республіка
Північна Македонія","таблетки, по 10 мг; 20 мг; 40 мг;","tablets, 10 mg; 20
mg; 40 mg;",https://compendium.com.ua/info/169638/
